Unnamed: 0,pattern,rating,events,actions,conds,pattern_str
4555,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",6,"['player', 'explosion7']","['=', '>', 'not<', 'v>', 'vnot=', 'not>', 'v>', 'vnot=']","['and', 'or', 'and', 'or', 'and', 'or', 'or', 'and']",a.vy > value AND b.x not= 4 or b.vx > 6 or b.vy not= value
4556,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",11,"['player', 'explosion7', 'bullet1']","['=', '>', 'not<', 'v>', 'vnot=', 'not>', 'v>', 'vnot=', 'not<', 'vnot<', 'v=', '=']","['and', 'or', 'and', 'or', 'and', 'or', 'or', 'and', 'or', 'and', 'and', 'and']",a.vx not< c.vx and a.vy > value AND b.x not= 4 or b.vx > 6 or b.vy not= value AND c.y not< 1 and c.vx = value
4557,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",38,"['player', 'explosion7', 'bullet1', 'finish']","['=', '>', 'not<', 'v>', 'vnot=', 'not>', 'v>', 'vnot=', 'not<', 'vnot<', 'v=', '=', 'vnot=', 'v=', '=', 'vnot<']","['and', 'or', 'and', 'or', 'and', 'or', 'or', 'and', 'or', 'and', 'and', 'and', 'and', 'or', 'or', 'or']",a.x = d.x or a.vx not< c.vx and a.vy > value AND b.x not= 4 or b.vx > 6 or b.vy not= value AND c.x not< b.x or c.y not< 1 and c.vx = value and c.vy = a.vy AND d.x not= value and d.y = value or d.vy not< value
4558,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",4,"['player', 'bullet4']","['vnot=', 'not=', 'v<', 'vnot<', 'not<', 'v>', '<', '>']","['and', 'and', 'or', 'or', 'or', 'or', 'or', 'and']",a.x not= value and a.vx < value or a.vy not< value AND b.y > 4
4559,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3,['player'],"['=', 'vnot=', 'v<', 'v>']","['and', 'and', 'and', 'and']",a.y not= value and a.vx < value and a.vy > value
4560,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",22,"['player', 'finish']","['=', 'vnot=', 'v<', 'v>', '<', 'vnot<', '<', '<']","['and', 'and', 'and', 'and', 'and', 'or', 'and', 'and']",a.x = b.x and a.y not= value and a.vx < value and a.vy > value AND b.y not< value
4561,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3,"['explosion7', 'player', 'explosion7', 'explosion6']","['nop', 'not v=', 'vnot v= ', 'vv< ', 'nop', 'not>', 'not vnot>', 'not not=', 'not <', '<', 'vnot=', '<', 'not not<', 'not not<', 'nop', '<']","['and', 'or', 'or', 'or', 'or', 'or', 'and', 'and', 'and', 'or', 'and', 'and', 'and', 'or', 'and', 'and']",a.vx not  33 or a.vy  33 AND c.vx not= nop and c.vy < a.vy
4562,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3,"['explosion7', 'player', 'explosion7', 'explosion6', 'bullet5', 'explosion5', 'explosion3']","['nop', 'not v=', 'vnot v= ', 'vv< ', 'nop', 'not>', 'not vnot>', 'not not=', 'not <', '<', 'vnot=', '<', 'not not<', 'not not<', 'nop', '<', 'nop', 'nop', 'not vnot>', 'nop', 'not <', 'nop', 'not not<', 'not not=', 'not vnot<', 'v=', 'vnot>', 'nop']","['and', 'or', 'or', 'or', 'or', 'or', 'and', 'and', 'and', 'or', 'and', 'and', 'and', 'or', 'and', 'and', 'and', 'and', 'and', 'or', 'or', 'or', 'and', 'and', 'or', 'or', 'or', 'or']",a.y not v= e.y or a.vx not  33 or a.vy  33 AND b.y not> g.y or b.vy not not= e.vy AND c.y < f.y or c.vx not= nop and c.vy < a.vy AND d.y not not< b.y or d.vy < f.vy AND f.x not < g.x or f.vx not not< e.vx AND g.y = nop or g.vx not> nop
4563,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",4,"['explosion7', 'player', 'explosion7', 'explosion6', 'bullet5', 'explosion5', 'explosion3', 'player']","['nop', 'not v=', 'vnot v= ', 'vv< ', 'nop', 'not>', 'not vnot>', 'not not=', 'not <', '<', 'vnot=', '<', 'not not<', 'not not<', 'nop', '<', 'nop', 'nop', 'not vnot>', 'nop', 'not <', 'nop', 'not not<', 'not not=', 'not vnot<', 'v=', 'vnot>', 'nop', 'not not=', 'not vnot<', 'not vnot=', 'v<']","['and', 'or', 'or', 'or', 'or', 'or', 'and', 'and', 'and', 'or', 'and', 'and', 'and', 'or', 'and', 'and', 'and', 'and', 'and', 'or', 'or', 'or', 'and', 'and', 'or', 'or', 'or', 'or', 'or', 'and', 'or', 'or']",a.y not v= e.y or a.vx not  33 or a.vy  33 AND b.y not> g.y or b.vy not not= e.vy AND c.y < f.y or c.vx not= nop and c.vy < a.vy AND d.y not not< b.y or d.vy < f.vy AND e.vx not vnot> h.vx AND f.x not < g.x or f.vx not not< e.vx and f.vy not not= h.vy AND g.x not vnot< a.x or g.y = nop or g.vx not> nop AND h.vy < nop
4564,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",2,['player'],"['=', 'vnot=', 'v>', 'v=']","['or', 'and', 'or', 'and']",a.y not= value and a.vx > value or a.vy = value
4565,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",4,"['player', 'bullet6']","['=', 'vnot=', 'v>', 'v=', 'vnot>', 'v<', 'not=', 'v=']","['or', 'and', 'or', 'and', 'and', 'or', 'and', 'or']",a.y not= value and a.vx > value or a.vy = value AND b.x not> 4 and b.y < value or b.vy = value
4566,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",9,"['player', 'bullet6', 'bullet5']","['=', 'vnot=', 'v>', 'v=', 'vnot>', 'v<', 'not=', 'v=', 'not>', 'not<', 'vnot=', 'not<']","['or', 'and', 'or', 'and', 'and', 'or', 'and', 'or', 'and', 'or', 'and', 'and']",a.y not= value and a.vx > value or a.vy = value AND b.x not> 4 and b.y < value or b.vy = value AND c.vx not= 1
4567,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",15,"['player', 'bullet6', 'bullet5', 'flyer1']","['=', 'vnot=', 'v>', 'v=', 'vnot>', 'v<', 'not=', 'v=', 'not>', 'not<', 'vnot=', 'not<', '<', 'vnot>', 'vnot>', 'v>']","['or', 'and', 'or', 'and', 'and', 'or', 'and', 'or', 'and', 'or', 'and', 'and', 'and', 'or', 'and', 'and']",a.y not= value and a.vx > value or a.vy = value AND b.x not> 4 and b.y < value or b.vy = value AND c.vx not= 1 and c.vy not< d.vy AND d.y not> 6 or d.vx not> value and d.vy > 5
4568,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",7,"['player', 'bullet5']","['not=', 'v=', 'not<', 'vnot<', 'v<', 'vnot=', 'v=', 'not>']","['and', 'or', 'or', 'or', 'and', 'or', 'and', 'and']",a.y = value or a.vy not< value AND b.x < 0 and b.y not= value or b.vx = 0
4569,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",14,"['player', 'bullet5', 'bullet6', 'bullet4']","['not=', 'v=', 'not<', 'vnot<', 'v<', 'vnot=', 'v=', 'not>', 'vnot<', 'vnot<', 'v=', 'vnot<', 'not=', '>', 'v<', 'vnot<']","['and', 'or', 'or', 'or', 'and', 'or', 'and', 'and', 'and', 'and', 'or', 'and', 'or', 'and', 'and', 'or']",a.y = value or a.vx not< d.vx or a.vy not< value AND b.x < 0 and b.y not= value or b.vx = 0 and b.vy not> a.vy AND c.x not< value and c.y not< value and c.vx = value or c.vy not< 0 AND d.vx < value and d.vy not< value
4570,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",12,"['player', 'bullet5', 'bullet6', 'bullet4', 'explosion3']","['not=', 'v=', 'not<', 'vnot<', 'v<', 'vnot=', 'v=', 'not>', 'vnot<', 'vnot<', 'v=', 'vnot<', 'not=', '>', 'v<', 'vnot<', 'v>', 'v>', 'vnot<', 'vnot>']","['and', 'or', 'or', 'or', 'and', 'or', 'and', 'and', 'and', 'and', 'or', 'and', 'or', 'and', 'and', 'or', 'or', 'and', 'or', 'and']",a.y = value or a.vx not< d.vx or a.vy not< value AND b.x < 0 and b.y not= value or b.vx = 0 and b.vy not> a.vy AND c.x not< value and c.y not< value and c.vx = value or c.vy not< 0 AND d.vx < value and d.vy not< value AND e.x > 4 or e.y > 7 and e.vx not< value or e.vy not> value
4571,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",2,['player'],"['=', '>', '=', 'vnot>']","['and', 'and', 'or', 'and']",a.vy not> value
4572,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",19,"['player', 'finish']","['=', '>', '=', 'vnot>', 'not<', 'vnot=', 'not>', 'vnot<']","['and', 'and', 'or', 'and', 'and', 'and', 'or', 'and']",a.x = b.x or a.vy not> value AND b.y not= value or b.vy not< value
4573,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",2,['player'],"['vnot>', 'not<', '<', 'v=']","['or', 'and', 'and', 'and']",a.x not> value or a.vy = value
4574,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",7,"['player', 'bullet1']","['vnot>', 'not<', '<', 'v=', 'vnot<', '>', 'not>', '>']","['or', 'and', 'and', 'and', 'and', 'and', 'or', 'and']",a.x not> value or a.vy = value AND b.x not< value
4575,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",12,"['player', 'bullet1', 'explosion8']","['vnot>', 'not<', '<', 'v=', 'vnot<', '>', 'not>', '>', 'not=', '>', 'vnot<', 'v>']","['or', 'and', 'and', 'and', 'and', 'and', 'or', 'and', 'and', 'and', 'and', 'or']",a.x not> value or a.vy = value AND b.x not< value and b.y > a.y and b.vx not> c.vx or b.vy > a.vy AND c.vx not< 4 and c.vy > 0
4576,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",14,"['player', 'bullet1', 'explosion8', 'flyer6']","['vnot>', 'not<', '<', 'v=', 'vnot<', '>', 'not>', '>', 'not=', '>', 'vnot<', 'v>', '<', 'v<', '=', '>']","['or', 'and', 'and', 'and', 'and', 'and', 'or', 'and', 'and', 'and', 'and', 'or', 'or', 'and', 'or', 'or']",a.x not> value or a.vy = value AND b.x not< value and b.y > a.y and b.vx not> c.vx or b.vy > a.vy AND c.vx not< 4 and c.vy > 0 AND d.y < 7
4577,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",4,['player'],"['=', 'not=', '>', 'not>']","['and', 'and', 'and', 'and']",nan
4578,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",18,"['player', 'finish']","['=', 'not=', '>', 'not>', 'v<', 'not=', 'v=', '=']","['and', 'and', 'and', 'and', 'or', 'or', 'and', 'and']",a.x = b.x and a.y not= b.y AND b.x < value or b.vx = value
4579,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",1,['player'],"['=', '>', 'vnot<', 'v=']","['and', 'or', 'and', 'or']",a.vx not< value and a.vy = value
4580,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",23,"['player', 'finish']","['=', '>', 'vnot<', 'v=', 'v<', 'v>', 'not>', 'v<']","['and', 'or', 'and', 'or', 'or', 'or', 'and', 'and']",a.x = b.x or a.vx not< value and a.vy = value AND b.x < value or b.y > value or b.vy < value
4581,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3,['player'],"['v<', '>', 'v<', '>']","['and', 'or', 'or', 'and']",a.x < value or a.vx < value
4582,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",6,"['player', 'bullet3']","['v<', '>', 'v<', '>', 'vnot<', '>', 'vnot=', 'vnot=']","['and', 'or', 'or', 'and', 'or', 'and', 'and', 'or']",a.x < value or a.vx < value AND b.x not< value or b.vx not= value and b.vy not= 4
4583,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3,['player'],"['not=', '=', 'not<', 'not=']","['or', 'and', 'and', 'or']",nan
4584,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3,['player'],"['=', 'not=', 'v>', '>']","['and', 'and', 'or', 'or']",a.vx > value
4585,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",22,"['player', 'finish']","['=', 'not=', 'v>', '>', 'not<', 'vnot=', 'vnot>', 'vnot=']","['and', 'and', 'or', 'or', 'or', 'and', 'and', 'or']",a.x = b.x and a.y not= b.y and a.vx > value AND b.y not= value and b.vx not> value and b.vy not= value
4586,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",4,['player'],"['=', '=', '>', 'v>']","['and', 'or', 'and', 'or']",a.vy > value
4587,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",20,"['player', 'finish']","['=', '=', '>', 'v>', 'vnot<', '>', '=', 'v<']","['and', 'or', 'and', 'or', 'or', 'or', 'or', 'or']",a.x = b.x or a.vy > value AND b.x not< value or b.vy < value
4588,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3,['player'],"['vnot>', 'vnot=', 'v=', 'v<']","['and', 'and', 'and', 'and']",a.x not> value and a.y not= value and a.vx = value and a.vy < value
4589,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3,"['player', 'bullet3']","['vnot>', 'vnot=', 'v=', 'v<', 'v=', 'vnot>', 'not=', 'v=']","['and', 'and', 'and', 'and', 'or', 'and', 'and', 'and']",a.x not> value and a.y not= value and a.vx = value and a.vy < value AND b.x = value or b.y not> value and b.vy = value
4590,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",13,"['player', 'bullet3', 'bullet1', 'bullet4']","['vnot>', 'vnot=', 'v=', 'v<', 'v=', 'vnot>', 'not=', 'v=', 'vnot=', 'not>', '>', 'vnot>', '<', '<', '<', 'vnot=']","['and', 'and', 'and', 'and', 'or', 'and', 'and', 'and', 'and', 'or', 'or', 'or', 'and', 'and', 'or', 'and']",a.x not> value and a.y not= value and a.vx = value and a.vy < value AND b.x = value or b.y not> value and b.vx not= c.vx and b.vy = value AND c.x not= value or c.vx > d.vx or c.vy not> value AND d.vy not= value
